sigla_provincia;codice_istat;denominazione_ita_altra;denominazione_ita;denominazione_altra;flag_capoluogo;codice_belfiore;lat;lon;superficie_kmq;codice_sovracomunale
TO;001001;Agliè;Agliè;;NO;A074;45,3634368;7,7685999;13,1462;201
TO;001002;Airasca;Airasca;;NO;A109;44,9168832;7,4844311;15,7393;201
TO;001003;"Ala di Stura";"Ala di Stura";;NO;A117;45,3151133;7,3043438;46,3315;201
TO;001004;"Albiano d'Ivrea";"Albiano d'Ivrea";;NO;A157;45,4338982;7,9491448;11,7314;201
TO;001006;Almese;Almese;;NO;A218;45,1176634;7,3951819;17,8756;201
TO;001007;Alpette;Alpette;;NO;A221;45,4099867;7,5785972;5,6261;201
TO;001008;Alpignano;Alpignano;;NO;A222;45,0944696;7,5242673;11,9193;201
TO;001009;Andezeno;Andezeno;;NO;A275;45,0358599;7,8699487;7,4860;201
TO;001010;Andrate;Andrate;;NO;A282;45,5283810;7,8738392;9,3085;201
TO;001011;Angrogna;Angrogna;;NO;A295;44,8434461;7,2242923;38,8782;201
TO;001012;Arignano;Arignano;;NO;A405;45,0440280;7,9024464;8,1668;201
TO;001013;Avigliana;Avigliana;;NO;A518;45,0793571;7,3963234;23,2172;201
TO;001014;Azeglio;Azeglio;;NO;A525;45,4248665;7,9947706;9,9605;201
TO;001015;Bairo;Bairo;;NO;A584;45,3862534;7,7569180;7,0859;201
TO;001016;Balangero;Balangero;;NO;A587;45,2700324;7,5193095;13,0063;201
TO;001017;"Baldissero Canavese";"Baldissero Canavese";;NO;A590;45,4084080;7,7444444;4,5064;201
TO;001018;"Baldissero Torinese";"Baldissero Torinese";;NO;A591;45,0684227;7,8178077;15,4054;201
TO;001019;Balme;Balme;;NO;A599;45,3022970;7,2183140;62,7105;201
TO;001020;Banchette;Banchette;;NO;A607;45,4608553;7,8565637;2,0289;201
TO;001021;Barbania;Barbania;;NO;A625;45,2905029;7,6305109;12,8027;201
TO;001022;Bardonecchia;Bardonecchia;;NO;A651;45,0781688;6,7038239;132,2030;201
TO;001023;"Barone Canavese";"Barone Canavese";;NO;A673;45,3277288;7,8705562;3,9864;201
TO;001024;Beinasco;Beinasco;;NO;A734;45,0220777;7,5791581;6,7343;201
TO;001025;Bibiana;Bibiana;;NO;A853;44,7975756;7,2897861;18,5979;201
TO;001026;"Bobbio Pellice";"Bobbio Pellice";;NO;A910;44,8077018;7,1179046;94,0819;201
TO;001027;Bollengo;Bollengo;;NO;A941;45,4733626;7,9453487;14,2234;201
TO;001028;"Borgaro Torinese";"Borgaro Torinese";;NO;A990;45,1519831;7,6578944;11,1039;201
TO;001029;Borgiallo;Borgiallo;;NO;B003;45,4168178;7,6677336;6,9648;201
TO;001030;"Borgofranco d'Ivrea";"Borgofranco d'Ivrea";;NO;B015;45,5130128;7,8585220;13,4189;201
TO;001031;Borgomasino;Borgomasino;;NO;B021;45,3615550;7,9887996;12,3712;201
TO;001032;"Borgone Susa";"Borgone Susa";;NO;B024;45,1231397;7,2412140;4,9617;201
TO;001033;Bosconero;Bosconero;;NO;B075;45,2685663;7,7650698;10,9190;201
TO;001034;Brandizzo;Brandizzo;;NO;B121;45,1776535;7,8414756;6,2914;201
TO;001035;Bricherasio;Bricherasio;;NO;B171;44,8255775;7,3028877;22,7585;201
TO;001036;Brosso;Brosso;;NO;B205;45,4927657;7,8033343;11,1350;201
TO;001037;Brozolo;Brozolo;;NO;B209;45,1174194;8,0712784;8,9504;201
TO;001038;Bruino;Bruino;;NO;B216;45,0202313;7,4676911;5,5701;201
TO;001039;Brusasco;Brusasco;;NO;B225;45,1559558;8,0600942;14,3592;201
TO;001040;Bruzolo;Bruzolo;;NO;B232;45,1431255;7,1939769;12,5598;201
TO;001041;Buriasco;Buriasco;;NO;B278;44,8733550;7,4119230;14,6868;201
TO;001042;Burolo;Burolo;;NO;B279;45,4841252;7,9320566;5,4760;201
TO;001043;Busano;Busano;;NO;B284;45,3288398;7,6557436;5,0591;201
TO;001044;Bussoleno;Bussoleno;;NO;B297;45,1372801;7,1493187;37,0661;201
TO;001045;"Buttigliera Alta";"Buttigliera Alta";;NO;B305;45,0670146;7,4367807;8,0973;201
TO;001046;Cafasse;Cafasse;;NO;B350;45,2447136;7,5181235;10,2312;201
TO;001047;Caluso;Caluso;;NO;B435;45,3078650;7,8915053;39,4925;201
TO;001048;Cambiano;Cambiano;;NO;B462;44,9734576;7,7793248;14,1314;201
TO;001049;"Campiglione Fenile";"Campiglione Fenile";;NO;B512;44,8021199;7,3250382;11,0863;201
TO;001050;"Candia Canavese";"Candia Canavese";;NO;B588;45,3281713;7,8866124;9,1318;201
TO;001051;Candiolo;Candiolo;;NO;B592;44,9602633;7,6012111;11,8499;201
TO;001052;Canischio;Canischio;;NO;B605;45,3743498;7,5952182;11,9505;201
TO;001053;Cantalupa;Cantalupa;;NO;B628;44,9403073;7,3326039;11,1953;201
TO;001054;Cantoira;Cantoira;;NO;B637;45,3432391;7,3816797;23,0319;201
TO;001055;Caprie;Caprie;;NO;B705;45,1178654;7,3325065;16,4078;201
TO;001056;Caravino;Caravino;;NO;B733;45,3986096;7,9602135;11,5371;201
TO;001057;Carema;Carema;;NO;B762;45,5844545;7,8123043;10,2579;201
TO;001058;Carignano;Carignano;;NO;B777;44,9066637;7,6753431;50,6790;201
TO;001059;Carmagnola;Carmagnola;;NO;B791;44,8465448;7,7181575;95,7148;201
TO;001060;Casalborgone;Casalborgone;;NO;B867;45,1299630;7,9404405;20,1250;201
TO;001061;"Cascinette d'Ivrea";"Cascinette d'Ivrea";;NO;B953;45,4784597;7,9046983;2,1726;201
TO;001062;Caselette;Caselette;;NO;B955;45,1058811;7,4832072;14,3136;201
TO;001063;"Caselle Torinese";"Caselle Torinese";;NO;B960;45,1771666;7,6481863;23,5513;201
TO;001064;"Castagneto Po";"Castagneto Po";;NO;C045;45,1606091;7,8869884;11,4732;201
TO;001065;"Castagnole Piemonte";"Castagnole Piemonte";;NO;C048;44,8986165;7,5665563;17,2796;201
TO;001066;Castellamonte;Castellamonte;;NO;C133;45,3833395;7,7098652;38,7063;201
TO;001067;"Castelnuovo Nigra";"Castelnuovo Nigra";;NO;C241;45,4373279;7,6951142;28,3756;201
TO;001068;"Castiglione Torinese";"Castiglione Torinese";;NO;C307;45,1233094;7,8160937;14,1345;201
TO;001069;Cavagnolo;Cavagnolo;;NO;C369;45,1520751;8,0513102;12,3285;201
TO;001070;Cavour;Cavour;;NO;C404;44,7840265;7,3752321;48,9591;201
TO;001071;Cercenasco;Cercenasco;;NO;C487;44,8612571;7,5012581;13,1595;201
TO;001072;Ceres;Ceres;;NO;C497;45,3130821;7,3893433;28,0516;201
TO;001073;"Ceresole Reale";"Ceresole Reale";;NO;C505;45,4326228;7,2325410;99,8147;201
TO;001074;"Cesana Torinese";"Cesana Torinese";;NO;C564;44,9524088;6,7942278;121,7001;201
TO;001075;Chialamberto;Chialamberto;;NO;C604;45,3628633;7,3457007;35,4478;201
TO;001076;Chianocco;Chianocco;;NO;C610;45,1485865;7,1693934;18,6134;201
TO;001077;Chiaverano;Chiaverano;;NO;C624;45,4994028;7,9031274;12,0221;201
TO;001078;Chieri;Chieri;;NO;C627;45,0131517;7,8210716;54,1975;201
TO;001079;Chiesanuova;Chiesanuova;;NO;C629;45,4178128;7,6560592;4,1189;201
TO;001080;Chiomonte;Chiomonte;;NO;C639;45,1193861;6,9833861;26,7549;201
TO;001081;"Chiusa di San Michele";"Chiusa di San Michele";;NO;C655;45,1015471;7,3264449;5,9165;201
TO;001082;Chivasso;Chivasso;;NO;C665;45,1885564;7,8871395;51,2378;201
TO;001083;Ciconio;Ciconio;;NO;C679;45,3303253;7,7598721;3,1638;201
TO;001084;Cintano;Cintano;;NO;C711;45,4280550;7,6866210;4,9345;201
TO;001085;Cinzano;Cinzano;;NO;C715;45,0938984;7,9211215;6,1962;201
TO;001086;Ciriè;Ciriè;;NO;C722;45,2320252;7,6037821;17,7329;201
TO;001087;Claviere;Claviere;;NO;C793;44,9386158;6,7493064;2,6872;201
TO;001088;"Coassolo Torinese";"Coassolo Torinese";;NO;C801;45,3007164;7,4613293;27,8788;201
TO;001089;Coazze;Coazze;;NO;C803;45,0514173;7,2946436;56,5727;201
TO;001090;Collegno;Collegno;;NO;C860;45,0774011;7,5691295;18,0993;201
TO;001091;"Colleretto Castelnuovo";"Colleretto Castelnuovo";;NO;C867;45,4214111;7,6789816;6,3321;201
TO;001092;"Colleretto Giacosa";"Colleretto Giacosa";;NO;C868;45,4328929;7,7999643;4,5894;201
TO;001093;Condove;Condove;;NO;C955;45,1171436;7,3107299;71,1131;201
TO;001094;Corio;Corio;;NO;D008;45,3127462;7,5325615;41,4914;201
TO;001095;"Cossano Canavese";"Cossano Canavese";;NO;D092;45,3883351;7,9933732;3,2384;201
TO;001096;Cuceglio;Cuceglio;;NO;D197;45,3589326;7,8148439;6,8709;201
TO;001097;Cumiana;Cumiana;;NO;D202;44,9827939;7,3743768;60,7335;201
TO;001098;Cuorgnè;Cuorgnè;;NO;D208;45,3912313;7,6489149;19,3134;201
TO;001099;Druento;Druento;;NO;D373;45,1347332;7,5762042;27,5395;201
TO;001100;Exilles;Exilles;;NO;D433;45,0974909;6,9296242;46,5474;201
TO;001101;Favria;Favria;;NO;D520;45,3328504;7,6880143;14,8499;201
TO;001102;Feletto;Feletto;;NO;D524;45,3054940;7,7471079;7,8931;201
TO;001103;Fenestrelle;Fenestrelle;;NO;D532;45,0342952;7,0518867;49,4091;201
TO;001104;Fiano;Fiano;;NO;D562;45,2181230;7,5197835;12,0415;201
TO;001105;"Fiorano Canavese";"Fiorano Canavese";;NO;D608;45,4675752;7,8289773;4,3457;201
TO;001106;Foglizzo;Foglizzo;;NO;D646;45,2720198;7,8231787;15,6427;201
TO;001107;"Forno Canavese";"Forno Canavese";;NO;D725;45,3468407;7,5867804;16,5003;201
TO;001108;Frassinetto;Frassinetto;;NO;D781;45,4360373;7,6056789;24,8185;201
TO;001109;Front;Front;;NO;D805;45,2795532;7,6655965;10,9482;201
TO;001110;Frossasco;Frossasco;;NO;D812;44,9336199;7,3507705;20,1488;201
TO;001111;Garzigliana;Garzigliana;;NO;D931;44,8367717;7,3747313;7,4018;201
TO;001112;"Gassino Torinese";"Gassino Torinese";;NO;D933;45,1274531;7,8248966;20,5108;201
TO;001113;Germagnano;Germagnano;;NO;D983;45,2621833;7,4668644;14,4442;201
TO;001114;Giaglione;Giaglione;;NO;E009;45,1396886;7,0141385;33,3833;201
TO;001115;Giaveno;Giaveno;;NO;E020;45,0447522;7,3530865;71,7376;201
TO;001116;Givoletto;Givoletto;;NO;E067;45,1587801;7,4967729;12,8199;201
TO;001117;Gravere;Gravere;;NO;E154;45,1239188;7,0210728;18,9870;201
TO;001118;Groscavallo;Groscavallo;;NO;E199;45,3689574;7,2822951;92,0935;201
TO;001119;Grosso;Grosso;;NO;E203;45,2563694;7,5566335;4,3296;201
TO;001120;Grugliasco;Grugliasco;;NO;E216;45,0621103;7,5778006;13,1321;201
TO;001121;Ingria;Ingria;;NO;E301;45,4662964;7,5708626;14,7506;201
TO;001122;"Inverso Pinasca";"Inverso Pinasca";;NO;E311;44,9472274;7,2159640;8,0292;201
TO;001123;Isolabella;Isolabella;;NO;E345;44,9066417;7,9092678;4,7716;201
TO;001124;Issiglio;Issiglio;;NO;E368;45,4468144;7,7541627;5,5042;201
TO;001125;Ivrea;Ivrea;;NO;E379;45,4661941;7,8759668;30,1075;201
TO;001126;"La Cassa";"La Cassa";;NO;E394;45,1818247;7,5191300;12,0353;201
TO;001127;"La Loggia";"La Loggia";;NO;E423;44,9566759;7,6677072;12,7929;201
TO;001128;"Lanzo Torinese";"Lanzo Torinese";;NO;E445;45,2723224;7,4766155;10,2876;201
TO;001129;Lauriano;Lauriano;;NO;E484;45,1584557;7,9916695;14,2900;201
TO;001130;Leini;Leini;;NO;E518;45,1839381;7,7151076;31,9191;201
TO;001131;Lemie;Lemie;;NO;E520;45,2285585;7,2928817;45,6753;201
TO;001132;Lessolo;Lessolo;;NO;E551;45,4761616;7,8142197;7,9366;201
TO;001133;Levone;Levone;;NO;E566;45,3181072;7,6059006;5,3912;201
TO;001134;Locana;Locana;;NO;E635;45,4169972;7,4612623;132,5173;201
TO;001135;Lombardore;Lombardore;;NO;E660;45,2357094;7,7362669;12,7158;201
TO;001136;Lombriasco;Lombriasco;;NO;E661;44,8415984;7,6357788;7,2096;201
TO;001137;Loranzè;Loranzè;;NO;E683;45,4422362;7,8108710;4,1914;201
TO;001139;"Luserna San Giovanni";"Luserna San Giovanni";;NO;E758;44,8143175;7,2457908;17,7414;201
TO;001140;Lusernetta;Lusernetta;;NO;E759;44,8023618;7,2502360;7,0398;201
TO;001141;Lusigliè;Lusigliè;;NO;E763;45,3185684;7,7664666;5,2585;201
TO;001142;Macello;Macello;;NO;E782;44,8511751;7,4007927;14,1404;201
TO;001143;Maglione;Maglione;;NO;E817;45,3477069;8,0117445;6,3129;201
TO;001144;Marentino;Marentino;;NO;E941;45,0580041;7,8733297;11,2593;201
TO;001145;Massello;Massello;;NO;F041;44,9585595;7,0563128;38,2587;201
TO;001146;Mathi;Mathi;;NO;F053;45,2566436;7,5413209;7,0706;201
TO;001147;Mattie;Mattie;;NO;F058;45,1187055;7,1121519;28,6942;201
TO;001148;Mazzè;Mazzè;;NO;F067;45,2985390;7,9370016;27,3424;201
TO;001149;"Meana di Susa";"Meana di Susa";;NO;F074;45,1207336;7,0681407;16,5439;201
TO;001150;Mercenasco;Mercenasco;;NO;F140;45,3569822;7,8825668;12,6383;201
TO;001152;Mezzenile;Mezzenile;;NO;F182;45,2924068;7,3950199;29,0871;201
TO;001153;"Mombello di Torino";"Mombello di Torino";;NO;F315;45,0463992;7,9195483;4,0825;201
TO;001154;Mompantero;Mompantero;;NO;F318;45,1399072;7,0579733;30,3332;201
TO;001155;"Monastero di Lanzo";"Monastero di Lanzo";;NO;F327;45,3014274;7,4391322;17,6554;201
TO;001156;Moncalieri;Moncalieri;;NO;F335;45,0009240;7,6852479;47,5288;201
TO;001157;Moncenisio;Moncenisio;;NO;D553;45,2052902;6,9835609;4,5007;201
TO;001158;"Montaldo Torinese";"Montaldo Torinese";;NO;F407;45,0663638;7,8508936;4,6567;201
TO;001159;Montalenghe;Montalenghe;;NO;F411;45,3377263;7,8398563;6,4681;201
TO;001160;"Montalto Dora";"Montalto Dora";;NO;F420;45,4936297;7,8637946;7,3567;201
TO;001161;Montanaro;Montanaro;;NO;F422;45,2328961;7,8528256;20,9036;201
TO;001162;"Monteu da Po";"Monteu da Po";;NO;F651;45,1505427;8,0147845;7,3896;201
TO;001163;"Moriondo Torinese";"Moriondo Torinese";;NO;F733;45,0390614;7,9440556;6,4895;201
TO;001164;Nichelino;Nichelino;;NO;F889;44,9951889;7,6473727;20,5627;201
TO;001165;Noasca;Noasca;;NO;F906;45,4530560;7,3135435;78,0481;201
TO;001166;Nole;Nole;;NO;F925;45,2452388;7,5701212;11,3530;201
TO;001167;Nomaglio;Nomaglio;;NO;F927;45,5351887;7,8597152;3,0743;201
TO;001168;None;None;;NO;F931;44,9323104;7,5412396;24,6422;201
TO;001169;Novalesa;Novalesa;;NO;F948;45,1876373;7,0146657;28,5542;201
TO;001170;Oglianico;Oglianico;;NO;G010;45,3425704;7,6927438;6,3030;201
TO;001171;Orbassano;Orbassano;;NO;G087;45,0070316;7,5369568;22,2078;201
TO;001172;"Orio Canavese";"Orio Canavese";;NO;G109;45,3284928;7,8602996;7,1541;201
TO;001173;Osasco;Osasco;;NO;G151;44,8494709;7,3431663;5,4885;201
TO;001174;Osasio;Osasio;;NO;G152;44,8694593;7,6075282;4,5771;201
TO;001175;Oulx;Oulx;;NO;G196;45,0312711;6,8322188;99,7857;201
TO;001176;Ozegna;Ozegna;;NO;G202;45,3490184;7,7431342;5,4058;201
TO;001177;"Palazzo Canavese";"Palazzo Canavese";;NO;G262;45,4574832;7,9780494;5,0819;201
TO;001178;Pancalieri;Pancalieri;;NO;G303;44,8304699;7,5881618;15,8878;201
TO;001179;Parella;Parella;;NO;G330;45,4299900;7,7910274;2,6886;201
TO;001180;Pavarolo;Pavarolo;;NO;G387;45,0689255;7,8347580;4,4056;201
TO;001181;"Pavone Canavese";"Pavone Canavese";;NO;G392;45,4352660;7,8539760;11,5400;201
TO;001183;"Pecetto Torinese";"Pecetto Torinese";;NO;G398;45,0195573;7,7486999;9,1730;201
TO;001184;"Perosa Argentina";"Perosa Argentina";;NO;G463;44,9580970;7,1923703;26,0906;201
TO;001185;"Perosa Canavese";"Perosa Canavese";;NO;G462;45,3971612;7,8292559;4,7080;201
TO;001186;Perrero;Perrero;;NO;G465;44,9374546;7,1152671;63,1830;201
TO;001187;Pertusio;Pertusio;;NO;G477;45,3534027;7,6387241;4,0041;201
TO;001188;Pessinetto;Pessinetto;;NO;G505;45,2905460;7,4028471;5,3498;201
TO;001189;Pianezza;Pianezza;;NO;G559;45,1006232;7,5463576;16,4634;201
TO;001190;Pinasca;Pinasca;;NO;G672;44,9426596;7,2276729;34,7183;201
TO;001191;Pinerolo;Pinerolo;;NO;G674;44,8873317;7,3320011;50,3376;201
TO;001192;"Pino Torinese";"Pino Torinese";;NO;G678;45,0435191;7,7721652;21,8196;201
TO;001193;"Piobesi Torinese";"Piobesi Torinese";;NO;G684;44,9330545;7,6119311;19,6488;201
TO;001194;Piossasco;Piossasco;;NO;G691;44,9906984;7,4627552;40,1459;201
TO;001195;Piscina;Piscina;;NO;G705;44,9194615;7,4258975;9,9034;201
TO;001196;Piverone;Piverone;;NO;G719;45,4475488;8,0071026;11,0343;201
TO;001197;Poirino;Poirino;;NO;G777;44,9211961;7,8436194;75,6186;201
TO;001198;Pomaretto;Pomaretto;;NO;G805;44,9550641;7,1822031;8,5611;201
TO;001199;"Pont Canavese";"Pont Canavese";;NO;G826;45,4207331;7,5935708;19,0609;201
TO;001200;Porte;Porte;;NO;G900;44,8875621;7,2679852;4,4476;201
TO;001201;Pragelato;Pragelato;;NO;G973;45,0162744;6,9422934;89,2017;201
TO;001202;Prali;Prali;;NO;G978;44,8904046;7,0490437;72,6092;201
TO;001203;Pralormo;Pralormo;;NO;G979;44,8613542;7,9006632;29,8455;201
TO;001204;Pramollo;Pramollo;;NO;G982;44,9045853;7,2116986;22,4785;201
TO;001205;Prarostino;Prarostino;;NO;G986;44,8658369;7,2697215;10,5052;201
TO;001206;Prascorsano;Prascorsano;;NO;G988;45,3676604;7,6157085;6,2419;201
TO;001207;Pratiglione;Pratiglione;;NO;G997;45,3536517;7,5960906;7,8803;201
TO;001208;Quagliuzzo;Quagliuzzo;;NO;H100;45,4264997;7,7818365;2,0380;201
TO;001209;Quassolo;Quassolo;;NO;H120;45,5249408;7,8324759;3,9559;201
TO;001210;Quincinetto;Quincinetto;;NO;H127;45,5608176;7,8057688;17,7879;201
TO;001211;Reano;Reano;;NO;H207;45,0517062;7,4295540;6,6658;201
TO;001212;Ribordone;Ribordone;;NO;H270;45,4316138;7,5024190;43,6002;201
TO;001213;Rivalba;Rivalba;;NO;H333;45,1188065;7,8870447;10,8334;201
TO;001214;"Rivalta di Torino";"Rivalta di Torino";;NO;H335;45,0345441;7,5232926;25,1076;201
TO;001215;"Riva presso Chieri";"Riva presso Chieri";;NO;H337;44,9862792;7,8691993;35,8318;201
TO;001216;Rivara;Rivara;;NO;H338;45,3323186;7,6250614;12,5838;201
TO;001217;"Rivarolo Canavese";"Rivarolo Canavese";;NO;H340;45,3327982;7,7252212;32,2459;201
TO;001218;Rivarossa;Rivarossa;;NO;H344;45,2512811;7,7171996;10,8733;201
TO;001219;Rivoli;Rivoli;;NO;H355;45,0706280;7,5339449;29,4998;201
TO;001220;Robassomero;Robassomero;;NO;H367;45,2000840;7,5701592;8,5756;201
TO;001221;"Rocca Canavese";"Rocca Canavese";;NO;H386;45,3094102;7,5785370;14,1912;201
TO;001222;Roletto;Roletto;;NO;H498;44,9252466;7,3306684;9,7039;201
TO;001223;"Romano Canavese";"Romano Canavese";;NO;H511;45,3913474;7,8679044;11,2106;201
TO;001224;"Ronco Canavese";"Ronco Canavese";;NO;H539;45,4994349;7,5456723;96,2686;201
TO;001225;Rondissone;Rondissone;;NO;H547;45,2467900;7,9658163;10,6877;201
TO;001226;Rorà;Rorà;;NO;H554;44,7923004;7,1984925;12,4075;201
TO;001227;Roure;Roure;;NO;H555;45,0010825;7,1290852;59,3732;201
TO;001228;Rosta;Rosta;;NO;H583;45,0714196;7,4639672;9,0650;201
TO;001229;Rubiana;Rubiana;;NO;H627;45,1392048;7,3823984;26,9371;201
TO;001230;Rueglio;Rueglio;;NO;H631;45,4678542;7,7558219;15,1002;201
TO;001231;Salassa;Salassa;;NO;H691;45,3595602;7,6893918;4,9519;201
TO;001232;Salbertrand;Salbertrand;;NO;H684;45,0723713;6,8836881;38,3198;201
TO;001233;"Salerano Canavese";"Salerano Canavese";;NO;H702;45,4564477;7,8499024;2,1034;201
TO;001234;"Salza di Pinerolo";"Salza di Pinerolo";;NO;H734;44,9405416;7,0532450;15,8859;201
TO;001235;Samone;Samone;;NO;H753;45,4492906;7,8456432;2,4330;201
TO;001236;"San Benigno Canavese";"San Benigno Canavese";;NO;H775;45,2239633;7,7826551;22,2318;201
TO;001237;"San Carlo Canavese";"San Carlo Canavese";;NO;H789;45,2481552;7,6101615;20,9068;201
TO;001238;"San Colombano Belmonte";"San Colombano Belmonte";;NO;H804;45,3814438;7,6184510;3,3809;201
TO;001239;"San Didero";"San Didero";;NO;H820;45,1351631;7,2151550;3,3037;201
TO;001240;"San Francesco al Campo";"San Francesco al Campo";;NO;H847;45,2255394;7,6556646;14,9796;201
TO;001241;Sangano;Sangano;;NO;H855;45,0262347;7,4505386;6,6513;201
TO;001242;"San Germano Chisone";"San Germano Chisone";;NO;H862;44,8987128;7,2408566;15,8616;201
TO;001243;"San Gillio";"San Gillio";;NO;H873;45,1420605;7,5338325;8,8866;201
TO;001244;"San Giorgio Canavese";"San Giorgio Canavese";;NO;H890;45,3354473;7,7942594;20,4049;201
TO;001245;"San Giorio di Susa";"San Giorio di Susa";;NO;H900;45,1284155;7,1775315;19,7366;201
TO;001246;"San Giusto Canavese";"San Giusto Canavese";;NO;H936;45,3122172;7,8083334;9,6132;201
TO;001247;"San Martino Canavese";"San Martino Canavese";;NO;H997;45,3945985;7,8183624;9,7933;201
TO;001248;"San Maurizio Canavese";"San Maurizio Canavese";;NO;I024;45,2191199;7,6307530;17,3442;201
TO;001249;"San Mauro Torinese";"San Mauro Torinese";;NO;I030;45,1030953;7,7663283;12,5517;201
TO;001250;"San Pietro Val Lemina";"San Pietro Val Lemina";;NO;I090;44,9073254;7,3135553;12,4446;201
TO;001251;"San Ponso";"San Ponso";;NO;I126;45,3508201;7,6675166;2,1243;201
TO;001252;"San Raffaele Cimena";"San Raffaele Cimena";;NO;I137;45,1472256;7,8486967;11,1520;201
TO;001253;"San Sebastiano da Po";"San Sebastiano da Po";;NO;I152;45,1664428;7,9534693;16,5766;201
TO;001254;"San Secondo di Pinerolo";"San Secondo di Pinerolo";;NO;I154;44,8665626;7,2986478;12,5719;201
TO;001255;"Sant'Ambrogio di Torino";"Sant'Ambrogio di Torino";;NO;I258;45,0996877;7,3593131;8,3683;201
TO;001256;"Sant'Antonino di Susa";"Sant'Antonino di Susa";;NO;I296;45,1070831;7,2735097;9,7945;201
TO;001257;Santena;Santena;;NO;I327;44,9496848;7,7731601;16,1983;201
TO;001258;"Sauze di Cesana";"Sauze di Cesana";;NO;I465;44,9404442;6,8604972;78,2772;201
TO;001259;"Sauze d'Oulx";"Sauze d'Oulx";;NO;I466;45,0280858;6,8582494;17,3112;201
TO;001260;Scalenghe;Scalenghe;;NO;I490;44,8883060;7,4979654;31,6768;201
TO;001261;Scarmagno;Scarmagno;;NO;I511;45,3858304;7,8407105;8,0308;201
TO;001262;Sciolze;Sciolze;;NO;I539;45,0950363;7,8776624;11,3557;201
TO;001263;Sestriere;Sestriere;;NO;I692;44,9576468;6,8765512;25,9158;201
TO;001264;"Settimo Rottaro";"Settimo Rottaro";;NO;I701;45,4049042;7,9922308;6,0578;201
TO;001265;"Settimo Torinese";"Settimo Torinese";;NO;I703;45,1369893;7,7712401;31,4505;201
TO;001266;"Settimo Vittone";"Settimo Vittone";;NO;I702;45,5481131;7,8317209;23,2604;201
TO;001267;Sparone;Sparone;;NO;I886;45,4133052;7,5442141;29,6785;201
TO;001268;Strambinello;Strambinello;;NO;I969;45,4232477;7,7686620;2,2140;201
TO;001269;Strambino;Strambino;;NO;I970;45,3845912;7,8806282;22,4686;201
TO;001270;Susa;Susa;;NO;L013;45,1352513;7,0464196;10,9879;201
TO;001271;Tavagnasco;Tavagnasco;;NO;L066;45,5432265;7,8226103;8,6751;201
TO;001272;Torino;Torino;;SI;L219;45,0732740;7,6806875;130,0645;201
TO;001273;"Torrazza Piemonte";"Torrazza Piemonte";;NO;L238;45,2152115;7,9749012;9,8238;201
TO;001274;"Torre Canavese";"Torre Canavese";;NO;L247;45,3918288;7,7605391;5,4545;201
TO;001275;"Torre Pellice";"Torre Pellice";;NO;L277;44,8207373;7,2239787;21,0981;201
TO;001276;Trana;Trana;;NO;L327;45,0370941;7,4173032;16,4059;201
TO;001278;Traversella;Traversella;;NO;L345;45,5094155;7,7504099;39,3597;201
TO;001279;Traves;Traves;;NO;L340;45,2705812;7,4297477;10,4544;201
TO;001280;Trofarello;Trofarello;;NO;L445;44,9859626;7,7403033;12,3475;201
TO;001281;Usseaux;Usseaux;;NO;L515;45,0484973;7,0268735;37,9669;201
TO;001282;Usseglio;Usseglio;;NO;L516;45,2327269;7,2172202;98,5375;201
TO;001283;Vaie;Vaie;;NO;L538;45,1018931;7,2866307;7,2292;201
TO;001284;"Val della Torre";"Val della Torre";;NO;L555;45,1555656;7,4494114;36,5253;201
TO;001285;Valgioie;Valgioie;;NO;L578;45,0760079;7,3396396;9,1200;201
TO;001286;"Vallo Torinese";"Vallo Torinese";;NO;L629;45,2235028;7,4992892;6,0792;201
TO;001287;Valperga;Valperga;;NO;L644;45,3702749;7,6567870;11,9094;201
TO;001288;"Valprato Soana";"Valprato Soana";;NO;B510;45,5223800;7,5489663;71,8527;201
TO;001289;Varisella;Varisella;;NO;L685;45,2098424;7,4890253;22,5579;201
TO;001290;"Vauda Canavese";"Vauda Canavese";;NO;L698;45,2792452;7,6182078;7,0929;201
TO;001291;Venaus;Venaus;;NO;L726;45,1547026;7,0119477;19,1435;201
TO;001292;"Venaria Reale";"Venaria Reale";;NO;L727;45,1325378;7,6314973;20,4424;201
TO;001293;Verolengo;Verolengo;;NO;L779;45,1890505;7,9671578;29,4882;201
TO;001294;"Verrua Savoia";"Verrua Savoia";;NO;L787;45,1565508;8,0931476;31,9431;201
TO;001295;Vestignè;Vestignè;;NO;L811;45,3867057;7,9538786;12,0691;201
TO;001296;Vialfrè;Vialfrè;;NO;L830;45,3808430;7,8181718;4,6453;201
TO;001298;Vidracco;Vidracco;;NO;L857;45,4304595;7,7590151;2,9677;201
TO;001299;Vigone;Vigone;;NO;L898;44,8423520;7,4945243;41,1543;201
TO;001300;"Villafranca Piemonte";"Villafranca Piemonte";;NO;L948;44,7812774;7,5045086;50,7854;201
TO;001301;"Villanova Canavese";"Villanova Canavese";;NO;L982;45,2429376;7,5535404;4,0306;201
TO;001302;Villarbasse;Villarbasse;;NO;M002;45,0448707;7,4680010;10,4088;201
TO;001303;"Villar Dora";"Villar Dora";;NO;L999;45,1178382;7,3838222;5,7067;201
TO;001304;Villareggia;Villareggia;;NO;M004;45,3110147;7,9785000;11,4091;201
TO;001305;"Villar Focchiardo";"Villar Focchiardo";;NO;M007;45,1097152;7,2266896;25,6868;201
